suicides/100k pop,"Unemployment, total (% of total labor force) ",Average annual working hours per worker,Gini index (World Bank estimate),"Health expenditure, total (% of GDP)",Life satisfaction in Cantril Ladder (World Happiness Report 2021),UIS: Percentage of population age 25+ with at least completed post-secondary education (ISCED 4 or higher). Total,Single (never married),Married,Widowed and not remarried,Married but separated,Total surveyed for marital
0,,,,4.08323853,,,,,,,
0,,,,4.08323853,,,,,,,
0,,,,4.08323853,,,,,,,
0,,,,4.08323853,,,,,,,
0,,,,4.08323853,,,,,,,
0,,,,4.08323853,,,,,,,
0,,,,4.08323853,,,,,,,
0,,,,4.08323853,,,,,,,
68.65,,,46.8,3.57848961,,,,,,,
40.76,,,46.8,3.57848961,,,,,,,
14.7,,,46.8,3.57848961,,,,,,,
7.29,,,46.8,3.57848961,,,,,,,
0,,,46.8,3.57848961,,,,,,,
0,,,46.8,3.57848961,,,,,,,
0,,,46.8,3.57848961,,,,,,,
0,,,46.8,3.57848961,,,,,,,
0,,,46.8,3.57848961,,,,,,,
0,,,46.8,3.57848961,,,,,,,
0,,,46.8,3.57848961,,,,,,,
0,,,46.8,3.57848961,,,,,,,
15.65,,,,3.36981689,,,,,,,
13.61,,,,3.36981689,,,,,,,
7.14,,,,3.36981689,,,,,,,
6.93,,,,3.36981689,,,,,,,
0,,,,3.36981689,,,,,,,
0,,,,3.36981689,,,,,,,
0,,,,3.36981689,,,,,,,
0,,,,3.36981689,,,,,,,
0,,,,3.36981689,,,,,,,
0,,,,3.36981689,,,,,,,
0,,,,3.36981689,,,,,,,
0,,,,3.36981689,,,,,,,
21.11,,,,,,,,,,,
16.79,,,,,,,,,,,
15.64,,,,,,,,,,,
14.49,,,,,,,,,,,
13.22,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
144.65,,2189.9102,,,,,,,,,
77.55,,2189.9102,,,,,,,,,
31.86,,2189.9102,,,,,,,,,
19.98,,2189.9102,,,,,,,,,
18.54,,2189.9102,,,,,,,,,
16.75,,2189.9102,,,,,,,,,
13.12,,2189.9102,,,,,,,,,
10.07,,2189.9102,,,,,,,,,
9.87,,2189.9102,,,,,,,,,
9.47,,2189.9102,,,,,,,,,
1.5,,2189.9102,,,,,,,,,
0,,2189.9102,,,,,,,,,
115.38,,2222.7244,,,,,,,,,
81.4,,2222.7244,,,,,,,,,
34.98,,2222.7244,,,,,,,,,
17.73,,2222.7244,,,,,,,,,
15.97,,2222.7244,,,,,,,,,
15.56,,2222.7244,,,,,,,,,
12.82,,2222.7244,,,,,,,,,
11.92,,2222.7244,,,,,,,,,
11.42,,2222.7244,,,,,,,,,
6.49,,2222.7244,,,,,,,,,
0.94,,2222.7244,,,,,,,,,
0,,2222.7244,,,,,,,,,
92.9,,2252.5029,,,,,,,,,
57.76,,2252.5029,,,,,,,,,
32.58,,2252.5029,,,,,,,,,
21.92,,2252.5029,,,,,,,,,
16.35,,2252.5029,,,,,,,,,
13.52,,2252.5029,,,,,,,,,
12.98,,2252.5029,,,,,,,,,
10.61,,2252.5029,,,,,,,,,
8.28,,2252.5029,,,,,,,,,
6.66,,2252.5029,,,,,,,,,
0,,2252.5029,,,,,,,,,
0,,2252.5029,,,,,,,,,
138.89,,2265.7773,,,,,,,,,
84.91,,2265.7773,,,,,,,,,
32.72,,2265.7773,,,,,,,,,
19.74,,2265.7773,,,,,,,,,
18.06,,2265.7773,,,,,,,,,
16.89,,2265.7773,,,,,,,,,
12.83,,2265.7773,,,,,,,,,
11.91,,2265.7773,,,,,,,,,
10.88,,2265.7773,,,,,,,,,
10.82,,2265.7773,,,,,,,,,
2.06,,2265.7773,,,,,,,,,
0.48,,2265.7773,,,,,,,,,
109.65,,2322.6218,,,,,,,,,
98.51,,2322.6218,,,,,,,,,
30.3,,2322.6218,,,,,,,,,
23.4,,2322.6218,,,,,,,,,
19.32,,2322.6218,,,,,,,,,
17.2,,2322.6218,,,,,,,,,
15.58,,2322.6218,,,,,,,,,
13.54,,2322.6218,,,,,,,,,
13.51,,2322.6218,,,,,,,,,
12.13,,2322.6218,,,,,,,,,
0.97,,2322.6218,,,,,,,,,
0,,2322.6218,,,,,,,,,
78.84,,2326.9338,,,,4.733809948,1114,15329,7462,,24041
64.97,,2326.9338,,,,4.733809948,1681,7194,26257,,35327
27.68,,2326.9338,,,,4.733809948,8642,117165,12922,,140352
18.35,,2326.9338,,,,4.733809948,5082,83218,56335,,146948
17.54,,2326.9338,,,,4.733809948,44359,301073,3971,,355379
15.67,,2326.9338,,,,4.733809948,142833,146102,1686,,292987
14.86,,2326.9338,,,,4.733809948,85046,191963,2222,,283726
13.09,,2326.9338,,,,4.733809948,225699,7052,18,,232863
12.02,,2326.9338,,,,4.733809948,37915,281793,16383,,346389
7.54,,2326.9338,,,,4.733809948,194861,25488,60,,220830
0.96,,2326.9338,,,,4.733809948,,,,,
0.51,,2326.9338,,,,4.733809948,,,,,
64,2.18,2346.3354,,,,,,,,,
57.22,2.18,2346.3354,,,,,,,,,
26.33,2.18,2346.3354,,,,,,,,,
16.58,2.18,2346.3354,,,,,,,,,
14.61,2.18,2346.3354,,,,,,,,,
14.23,2.18,2346.3354,,,,,,,,,
10.81,2.18,2346.3354,,,,,,,,,
9.57,2.18,2346.3354,,,,,,,,,
7.22,2.18,2346.3354,,,,,,,,,
6.77,2.18,2346.3354,,,,,,,,,
2.04,2.18,2346.3354,,,,,,,,,
0,2.18,2346.3354,,,,,,,,,
57.69,3.09,2349.8481,,,,,,,,,
52.36,3.09,2349.8481,,,,,,,,,
17.68,3.09,2349.8481,,,,,,,,,
17.61,3.09,2349.8481,,,,,,,,,
14.37,3.09,2349.8481,,,,,,,,,
13.22,3.09,2349.8481,,,,,,,,,
9.55,3.09,2349.8481,,,,,,,,,
9.21,3.09,2349.8481,,,,,,,,,
8.18,3.09,2349.8481,,,,,,,,,
4.09,3.09,2349.8481,,,,,,,,,
0.95,3.09,2349.8481,,,,,,,,,
0.51,3.09,2349.8481,,,,,,,,,
97.01,3.07,2375.0393,,,,,,,,,
50.63,3.07,2375.0393,,,,,,,,,
20.5,3.07,2375.0393,,,,,,,,,
13.32,3.07,2375.0393,,,,,,,,,
13.3,3.07,2375.0393,,,,,,,,,
12.14,3.07,2375.0393,,,,,,,,,
8.47,3.07,2375.0393,,,,,,,,,
6.81,3.07,2375.0393,,,,,,,,,
6.49,3.07,2375.0393,,,,,,,,,
5.97,3.07,2375.0393,,,,,,,,,
0.5,3.07,2375.0393,,,,,,,,,
0,3.07,2375.0393,,,,,,,,,
87.27,3.03,2390.9065,,,,,,,,,
56.79,3.03,2390.9065,,,,,,,,,
23.46,3.03,2390.9065,,,,,,,,,
15.73,3.03,2390.9065,,,,,,,,,
15.71,3.03,2390.9065,,,,,,,,,
12.02,3.03,2390.9065,,,,,,,,,
10.77,3.03,2390.9065,,,,,,,,,
9.08,3.03,2390.9065,,,,,,,,,
8.78,3.03,2390.9065,,,,,,,,,
5.83,3.03,2390.9065,,,,,,,,,
0.96,3.03,2390.9065,,,,,,,,,
0.45,3.03,2390.9065,,,,,,,,,
113.48,3.3,2403.967,,2.93538792,,7.590670109,,,,,
57.42,3.3,2403.967,,2.93538792,,7.590670109,,,,,
27.95,3.3,2403.967,,2.93538792,,7.590670109,,,,,
20.13,3.3,2403.967,,2.93538792,,7.590670109,,,,,
16.19,3.3,2403.967,,2.93538792,,7.590670109,,,,,
11.17,3.3,2403.967,,2.93538792,,7.590670109,,,,,
10.83,3.3,2403.967,,2.93538792,,7.590670109,,,,,
10.37,3.3,2403.967,,2.93538792,,7.590670109,,,,,
7.43,3.3,2403.967,,2.93538792,,7.590670109,,,,,
6.91,3.3,2403.967,,2.93538792,,7.590670109,,,,,
0.88,3.3,2403.967,,2.93538792,,7.590670109,,,,,
0,3.3,2403.967,,2.93538792,,7.590670109,,,,,
90.28,3.57,2424.0986,,2.85809099,,,,,,,
49.3,3.57,2424.0986,,2.85809099,,,,,,,
12.26,3.57,2424.0986,,2.85809099,,,,,,,
11.99,3.57,2424.0986,,2.85809099,,,,,,,
10.52,3.57,2424.0986,,2.85809099,,,,,,,
10.51,3.57,2424.0986,,2.85809099,,,,,,,
9.07,3.57,2424.0986,,2.85809099,,,,,,,
5.88,3.57,2424.0986,,2.85809099,,,,,,,
4.51,3.57,2424.0986,,2.85809099,,,,,,,
2.81,3.57,2424.0986,,2.85809099,,,,,,,
1.38,3.57,2424.0986,,2.85809099,,,,,,,
0.43,3.57,2424.0986,,2.85809099,,,,,,,
81.36,2.5,2437.7629,,2.79514503,,,,,,,
34.32,2.5,2437.7629,,2.79514503,,,,,,,
20.44,2.5,2437.7629,,2.79514503,,,,,,,
15.6,2.5,2437.7629,,2.79514503,,,,,,,
14.94,2.5,2437.7629,,2.79514503,,,,,,,
10.02,2.5,2437.7629,,2.79514503,,,,,,,
9.67,2.5,2437.7629,,2.79514503,,,,,,,
7,2.5,2437.7629,,2.79514503,,,,,,,
6.86,2.5,2437.7629,,2.79514503,,,,,,,
4.73,2.5,2437.7629,,2.79514503,,,,,,,
1.26,2.5,2437.7629,,2.79514503,,,,,,,
0.45,2.5,2437.7629,,2.79514503,,,,,,,
66.23,3.41,2425.8899,,3.10455417,,,,,,,
44.44,3.41,2425.8899,,3.10455417,,,,,,,
24.9,3.41,2425.8899,,3.10455417,,,,,,,
18.32,3.41,2425.8899,,3.10455417,,,,,,,
14.58,3.41,2425.8899,,3.10455417,,,,,,,
13.38,3.41,2425.8899,,3.10455417,,,,,,,
10.18,3.41,2425.8899,,3.10455417,,,,,,,
8.24,3.41,2425.8899,,3.10455417,,,,,,,
7.16,3.41,2425.8899,,3.10455417,,,,,,,
6.7,3.41,2425.8899,,3.10455417,,,,,,,
1.23,3.41,2425.8899,,3.10455417,,,,,,,
0,3.41,2425.8899,,3.10455417,,,,,,,
66.88,4.85,2446.3804,,2.81540411,,,,,,,
23.08,4.85,2446.3804,,2.81540411,,,,,,,
17.35,4.85,2446.3804,,2.81540411,,,,,,,
14.01,4.85,2446.3804,,2.81540411,,,,,,,
11.18,4.85,2446.3804,,2.81540411,,,,,,,
8.09,4.85,2446.3804,,2.81540411,,,,,,,
7.4,4.85,2446.3804,,2.81540411,,,,,,,
7,4.85,2446.3804,,2.81540411,,,,,,,
5.52,4.85,2446.3804,,2.81540411,,,,,,,
3.86,4.85,2446.3804,,2.81540411,,,,,,,
1.28,4.85,2446.3804,,2.81540411,,,,,,,
0.8,4.85,2446.3804,,2.81540411,,,,,,,
49.08,3.7,2463.3818,,2.70571076,,,845,23058,7614,,31800
25.37,3.7,2463.3818,,2.70571076,,,10083,161466,9815,,185801
23.21,3.7,2463.3818,,2.70571076,,,993,11097,35115,,47661
15.65,3.7,2463.3818,,2.70571076,,,74417,448502,3098,,540701
12.54,3.7,2463.3818,,2.70571076,,,120930,133748,1427,,259425
8.03,3.7,2463.3818,,2.70571076,,,70552,427378,13451,,536978
7.94,3.7,2463.3818,,2.70571076,,,10022,127055,57547,,201780
7.68,3.7,2463.3818,,2.70571076,,,530634,788932,106692,,1465637
6.51,3.7,2463.3818,,2.70571076,,,620409,775139,23208,,1441790
5.94,3.7,2463.3818,,2.70571076,,,81819,190119,507,,277687
1.97,3.7,2463.3818,,2.70571076,,,,,,,
0.42,3.7,2463.3818,,2.70571076,,,,,,,
51.72,3.76,2443.5063,,2.3688879,,,,,,,
23.9,3.76,2443.5063,,2.3688879,,,,,,,
20.53,3.76,2443.5063,,2.3688879,,,,,,,
16.18,3.76,2443.5063,,2.3688879,,,,,,,
11.34,3.76,2443.5063,,2.3688879,,,,,,,
9.71,3.76,2443.5063,,2.3688879,,,,,,,
9.62,3.76,2443.5063,,2.3688879,,,,,,,
7.77,3.76,2443.5063,,2.3688879,,,,,,,
7.65,3.76,2443.5063,,2.3688879,,,,,,,
7.4,3.76,2443.5063,,2.3688879,,,,,,,
1.16,3.76,2443.5063,,2.3688879,,,,,,,
0.82,3.76,2443.5063,,2.3688879,,,,,,,
51.08,5.65,2435.3835,,2.84341036,,,,,,,
35.45,5.65,2435.3835,,2.84341036,,,,,,,
15.98,5.65,2435.3835,,2.84341036,,,,,,,
14.94,5.65,2435.3835,,2.84341036,,,,,,,
14.29,5.65,2435.3835,,2.84341036,,,,,,,
9.54,5.65,2435.3835,,2.84341036,,,,,,,
9.02,5.65,2435.3835,,2.84341036,,,,,,,
8.17,5.65,2435.3835,,2.84341036,,,,,,,
6.99,5.65,2435.3835,,2.84341036,,,,,,,
6.93,5.65,2435.3835,,2.84341036,,,,,,,
0,5.65,2435.3835,,2.84341036,,,,,,,
0,5.65,2435.3835,,2.84341036,,,,,,,
55.84,5.93,2440.1726,,3.62564229,,,,,,,
28.07,5.93,2440.1726,,3.62564229,,,,,,,
17.82,5.93,2440.1726,,3.62564229,,,,,,,
14.4,5.93,2440.1726,,3.62564229,,,,,,,
12.83,5.93,2440.1726,,3.62564229,,,,,,,
11.17,5.93,2440.1726,,3.62564229,,,,,,,
10.84,5.93,2440.1726,,3.62564229,,,,,,,
7.16,5.93,2440.1726,,3.62564229,,,,,,,
6.98,5.93,2440.1726,,3.62564229,,,,,,,
6.07,5.93,2440.1726,,3.62564229,,,,,,,
0.8,5.93,2440.1726,,3.62564229,,,,,,,
0.76,5.93,2440.1726,,3.62564229,,,,,,,
57.01,5.84,2407.2163,,3.17368627,,,,,,,
22.99,5.84,2407.2163,,3.17368627,,,,,,,
19.84,5.84,2407.2163,,3.17368627,,,,,,,
14.54,5.84,2407.2163,,3.17368627,,,,,,,
12.98,5.84,2407.2163,,3.17368627,,,,,,,
12.92,5.84,2407.2163,,3.17368627,,,,,,,
8.7,5.84,2407.2163,,3.17368627,,,,,,,
6.25,5.84,2407.2163,,3.17368627,,,,,,,
5.69,5.84,2407.2163,,3.17368627,,,,,,,
4.54,5.84,2407.2163,,3.17368627,,,,,,,
1.64,5.84,2407.2163,,3.17368627,,,,,,,
0.38,5.84,2407.2163,,3.17368627,,,,,,,
72.4,5.59,2407.3508,,3.7437377,,38.25606155,,,,,
22.86,5.59,2407.3508,,3.7437377,,38.25606155,,,,,
17.13,5.59,2407.3508,,3.7437377,,38.25606155,,,,,
16.34,5.59,2407.3508,,3.7437377,,38.25606155,,,,,
13.93,5.59,2407.3508,,3.7437377,,38.25606155,,,,,
10.4,5.59,2407.3508,,3.7437377,,38.25606155,,,,,
8.27,5.59,2407.3508,,3.7437377,,38.25606155,,,,,
6.84,5.59,2407.3508,,3.7437377,,38.25606155,,,,,
5.76,5.59,2407.3508,,3.7437377,,38.25606155,,,,,
5.18,5.59,2407.3508,,3.7437377,,38.25606155,,,,,
1.22,5.59,2407.3508,,3.7437377,,38.25606155,,,,,
0,5.59,2407.3508,,3.7437377,,38.25606155,,,,,
29.98,4.48,2399.0986,,3.65590488,6.463,36.75579071,,,,,
28.11,4.48,2399.0986,,3.65590488,6.463,36.75579071,,,,,
22.41,4.48,2399.0986,,3.65590488,6.463,36.75579071,,,,,
19.17,4.48,2399.0986,,3.65590488,6.463,36.75579071,,,,,
14.26,4.48,2399.0986,,3.65590488,6.463,36.75579071,,,,,
9.36,4.48,2399.0986,,3.65590488,6.463,36.75579071,,,,,
8.93,4.48,2399.0986,,3.65590488,6.463,36.75579071,,,,,
8.2,4.48,2399.0986,,3.65590488,6.463,36.75579071,,,,,
6.24,4.48,2399.0986,,3.65590488,6.463,36.75579071,,,,,
1.29,4.48,2399.0986,,3.65590488,6.463,36.75579071,,,,,
0.41,4.48,2399.0986,,3.65590488,6.463,36.75579071,,,,,
0.39,4.48,2399.0986,,3.65590488,6.463,36.75579071,,,,,
60,3.9,2378.3054,,3.45830706,6.834,37.78440094,,,,,
24.89,3.9,2378.3054,,3.45830706,6.834,37.78440094,,,,,
15.36,3.9,2378.3054,,3.45830706,6.834,37.78440094,,,,,
14.19,3.9,2378.3054,,3.45830706,6.834,37.78440094,,,,,
12.64,3.9,2378.3054,,3.45830706,6.834,37.78440094,,,,,
10.63,3.9,2378.3054,,3.45830706,6.834,37.78440094,,,,,
9.91,3.9,2378.3054,,3.45830706,6.834,37.78440094,,,,,
7.56,3.9,2378.3054,,3.45830706,6.834,37.78440094,,,,,
6.3,3.9,2378.3054,,3.45830706,6.834,37.78440094,,,,,
4.28,3.9,2378.3054,,3.45830706,6.834,37.78440094,,,,,
0,3.9,2378.3054,,3.45830706,6.834,37.78440094,,,,,
0,3.9,2378.3054,,3.45830706,6.834,37.78440094,,,,,
58.95,3.96,2370.7432,,3.91164646,6.642,40.40713882,,,,,
18.11,3.96,2370.7432,,3.91164646,6.642,40.40713882,,,,,
17.36,3.96,2370.7432,,3.91164646,6.642,40.40713882,,,,,
15.11,3.96,2370.7432,,3.91164646,6.642,40.40713882,,,,,
10.15,3.96,2370.7432,,3.91164646,6.642,40.40713882,,,,,
9.77,3.96,2370.7432,,3.91164646,6.642,40.40713882,,,,,
7.3,3.96,2370.7432,,3.91164646,6.642,40.40713882,,,,,
4.88,3.96,2370.7432,,3.91164646,6.642,40.40713882,,,,,
4.57,3.96,2370.7432,,3.91164646,6.642,40.40713882,,,,,
3.64,3.96,2370.7432,,3.91164646,6.642,40.40713882,,,,,
0.41,3.96,2370.7432,,3.91164646,6.642,40.40713882,,,,,
0,3.96,2370.7432,,3.91164646,6.642,40.40713882,,,,,
43.65,5.86,2335.3806,,4.27307275,6.145,40.72914886,,,,,
23.72,5.86,2335.3806,,4.27307275,6.145,40.72914886,,,,,
16.67,5.86,2335.3806,,4.27307275,6.145,40.72914886,,,,,
15.88,5.86,2335.3806,,4.27307275,6.145,40.72914886,,,,,
14.93,5.86,2335.3806,,4.27307275,6.145,40.72914886,,,,,
10.53,5.86,2335.3806,,4.27307275,6.145,40.72914886,,,,,
8.25,5.86,2335.3806,,4.27307275,6.145,40.72914886,,,,,
6.38,5.86,2335.3806,,4.27307275,6.145,40.72914886,,,,,
4.4,5.86,2335.3806,,4.27307275,6.145,40.72914886,,,,,
3.03,5.86,2335.3806,,4.27307275,6.145,40.72914886,,,,,
1.31,5.86,2335.3806,,4.27307275,6.145,40.72914886,,,,,
0.83,5.86,2335.3806,,4.27307275,6.145,40.72914886,,,,,
50.66,4.12,2373.0669,,3.95624757,6.531,46.47557831,2083,39029,10678,,52700
15.2,4.12,2373.0669,,3.95624757,6.531,46.47557831,24297,275770,11499,,322677
15.04,4.12,2373.0669,,3.95624757,6.531,46.47557831,93441,495736,2592,,612896
14.83,4.12,2373.0669,,3.95624757,6.531,46.47557831,2235,19473,59114,,82426
8.51,4.12,2373.0669,,3.95624757,6.531,46.47557831,30805,223043,62106,,335610
7.29,4.12,2373.0669,,3.95624757,6.531,46.47557831,145561,114994,53,,264380
5.39,4.12,2373.0669,,3.95624757,6.531,46.47557831,90451,494456,11146,,632975
5.14,4.12,2373.0669,,3.95624757,6.531,46.47557831,711756,925672,132751,,1836892
4.04,4.12,2373.0669,,3.95624757,6.531,46.47557831,111507,169864,288,,288739
2.71,4.12,2373.0669,,3.95624757,6.531,46.47557831,788798,931172,24886,,1782203
0.42,4.12,2373.0669,,3.95624757,6.531,46.47557831,,,,,
0,4.12,2373.0669,,3.95624757,6.531,46.47557831,,,,,
32.2,3.89,2330.0723,,3.93233174,6.561,46.93516922,,,,,
20.38,3.89,2330.0723,,3.93233174,6.561,46.93516922,,,,,
14.23,3.89,2330.0723,,3.93233174,6.561,46.93516922,,,,,
13,3.89,2330.0723,,3.93233174,6.561,46.93516922,,,,,
12.08,3.89,2330.0723,,3.93233174,6.561,46.93516922,,,,,
6.69,3.89,2330.0723,,3.93233174,6.561,46.93516922,,,,,
5.54,3.89,2330.0723,,3.93233174,6.561,46.93516922,,,,,
5.49,3.89,2330.0723,,3.93233174,6.561,46.93516922,,,,,
4.6,3.89,2330.0723,,3.93233174,6.561,46.93516922,,,,,
2.75,3.89,2330.0723,,3.93233174,6.561,46.93516922,,,,,
0,3.89,2330.0723,,3.93233174,6.561,46.93516922,,,,,
0,3.89,2330.0723,,3.93233174,6.561,46.93516922,,,,,
36.02,3.72,2337.4866,,4.22285179,,48.68260956,,,,,
25.82,3.72,2337.4866,,4.22285179,,48.68260956,,,,,
17.22,3.72,2337.4866,,4.22285179,,48.68260956,,,,,
14.33,3.72,2337.4866,,4.22285179,,48.68260956,,,,,
10.43,3.72,2337.4866,,4.22285179,,48.68260956,,,,,
9.55,3.72,2337.4866,,4.22285179,,48.68260956,,,,,
8.34,3.72,2337.4866,,4.22285179,,48.68260956,,,,,
7.18,3.72,2337.4866,,4.22285179,,48.68260956,,,,,
6.57,3.72,2337.4866,,4.22285179,,48.68260956,,,,,
5.24,3.72,2337.4866,,4.22285179,,48.68260956,,,,,
0.47,3.72,2337.4866,,4.22285179,,48.68260956,,,,,
0.45,3.72,2337.4866,,4.22285179,,48.68260956,,,,,
40.55,3.86,2328.0503,,4.52704132,6.533,50.0018692,,,,,
22.69,3.86,2328.0503,,4.52704132,6.533,50.0018692,,,,,
15.35,3.86,2328.0503,,4.52704132,6.533,50.0018692,,,,,
12.5,3.86,2328.0503,,4.52704132,6.533,50.0018692,,,,,
11.36,3.86,2328.0503,,4.52704132,6.533,50.0018692,,,,,
10.93,3.86,2328.0503,,4.52704132,6.533,50.0018692,,,,,
7.8,3.86,2328.0503,,4.52704132,6.533,50.0018692,,,,,
6.34,3.86,2328.0503,,4.52704132,6.533,50.0018692,,,,,
5.82,3.86,2328.0503,,4.52704132,6.533,50.0018692,,,,,
4.53,3.86,2328.0503,,4.52704132,6.533,50.0018692,,,,,
0,3.86,2328.0503,,4.52704132,6.533,50.0018692,,,,,
0,3.86,2328.0503,,4.52704132,6.533,50.0018692,,,,,
43.81,3.74,2290.3225,,4.92279194,7.062,51.15258026,,,,,
25.05,3.74,2290.3225,,4.92279194,7.062,51.15258026,,,,,
11.94,3.74,2290.3225,,4.92279194,7.062,51.15258026,,,,,
11.18,3.74,2290.3225,,4.92279194,7.062,51.15258026,,,,,
10.27,3.74,2290.3225,,4.92279194,7.062,51.15258026,,,,,
8.49,3.74,2290.3225,,4.92279194,7.062,51.15258026,,,,,
7.71,3.74,2290.3225,,4.92279194,7.062,51.15258026,,,,,
7.29,3.74,2290.3225,,4.92279194,7.062,51.15258026,,,,,
3.11,3.74,2290.3225,,4.92279194,7.062,51.15258026,,,,,
1.99,3.74,2290.3225,,4.92279194,7.062,51.15258026,,,,,
0.48,3.74,2290.3225,,4.92279194,7.062,51.15258026,,,,,
0.46,3.74,2290.3225,,4.92279194,7.062,51.15258026,,,,,
21.11,3.79,2263.1465,,,6.62,52.04100037,,,,,
18.07,3.79,2263.1465,,,6.62,52.04100037,,,,,
13.03,3.79,2263.1465,,,6.62,52.04100037,,,,,
12.55,3.79,2263.1465,,,6.62,52.04100037,,,,,
11.1,3.79,2263.1465,,,6.62,52.04100037,,,,,
7.37,3.79,2263.1465,,,6.62,52.04100037,,,,,
6.72,3.79,2263.1465,,,6.62,52.04100037,,,,,
6.18,3.79,2263.1465,,,6.62,52.04100037,,,,,
6.02,3.79,2263.1465,,,6.62,52.04100037,,,,,
5.71,3.79,2263.1465,,,6.62,52.04100037,,,,,
0.94,3.79,2263.1465,,,6.62,52.04100037,,,,,
0.49,3.79,2263.1465,,,6.62,52.04100037,,,,,
55.61,,1827.675,,,,,,,,,
43.85,,1827.675,,,,,,,,,
40.64,,1827.675,,,,,,,,,
25.42,,1827.675,,,,,,,,,
13.19,,1827.675,,,,,,,,,
10.99,,1827.675,,,,,,,,,
10.7,,1827.675,,,,,,,,,
6.95,,1827.675,,,,,,,,,
4.16,,1827.675,,,,,,,,,
1.78,,1827.675,,,,,,,,,
0.48,,1827.675,,,,,,,,,
0.46,,1827.675,,,,,,,,,
49.43,,1827.8033,,,,,,,,,
43.56,,1827.8033,,,,,,,,,
35.01,,1827.8033,,,,,,,,,
23.85,,1827.8033,,,,,,,,,
12.37,,1827.8033,,,,,,,,,
11.1,,1827.8033,,,,,,,,,
7.32,,1827.8033,,,,,,,,,
5.28,,1827.8033,,,,,,,,,
4.23,,1827.8033,,,,,,,,,
2.73,,1827.8033,,,,,,,,,
0.46,,1827.8033,,,,,,,,,
0,,1827.8033,,,,,,,,,
48.5,,1827.4283,,,,,,,,,
37.63,,1827.4283,,,,,,,,,
36.2,,1827.4283,,,,,,,,,
21.94,,1827.4283,,,,,,,,,
14.64,,1827.4283,,,,,,,,,
7.36,,1827.4283,,,,,,,,,
6.96,,1827.4283,,,,,,,,,
5.79,,1827.4283,,,,,,,,,
2.76,,1827.4283,,,,,,,,,
2.12,,1827.4283,,,,,,,,,
0.9,,1827.4283,,,,,,,,,
0.24,,1827.4283,,,,,,,,,
54.46,,1853.0483,,6.06387494,,,,,,,
39.2,,1853.0483,,6.06387494,,,,,,,
38.05,,1853.0483,,6.06387494,,,,,,,
24.38,,1853.0483,,6.06387494,,,,,,,
12.6,,1853.0483,,6.06387494,,,,,,,
8.04,,1853.0483,,6.06387494,,,,,,,
6.45,,1853.0483,,6.06387494,,,,,,,
6.35,,1853.0483,,6.06387494,,,,,,,
4.79,,1853.0483,,6.06387494,,,,,,,
2.03,,1853.0483,,6.06387494,,,,,,,
1.2,,1853.0483,,6.06387494,,,,,,,
1.15,,1853.0483,,6.06387494,,,,,,,
41.13,,1819.6322,,6.43714522,,,,,,,
37.1,,1819.6322,,6.43714522,,,,,,,
33.43,,1819.6322,,6.43714522,,,,,,,
23.13,,1819.6322,,6.43714522,,,,,,,
13.28,,1819.6322,,6.43714522,,,,,,,
7.61,,1819.6322,,6.43714522,,,,,,,
6.77,,1819.6322,,6.43714522,,,,,,,
6.18,,1819.6322,,6.43714522,,,,,,,
2.4,,1819.6322,,6.43714522,,,,,,,
1.87,,1819.6322,,6.43714522,,,,,,,
1.11,,1819.6322,,6.43714522,,,,,,,
0.49,,1819.6322,,6.43714522,,,,,,,
43.07,,1829.9979,,5.78420775,,,,,,,
35.24,,1829.9979,,5.78420775,,,,,,,
31.75,,1829.9979,,5.78420775,,,,,,,
18.12,,1829.9979,,5.78420775,,,,,,,
9.76,,1829.9979,,5.78420775,,,,,,,
9.37,,1829.9979,,5.78420775,,,,,,,
6.61,,1829.9979,,5.78420775,,,,,,,
5.88,,1829.9979,,5.78420775,,,,,,,
2.2,,1829.9979,,5.78420775,,,,,,,
1.86,,1829.9979,,5.78420775,,,,,,,
0.24,,1829.9979,,5.78420775,,,,,,,
0,,1829.9979,,5.78420775,,,,,,,
39.54,,1821.8607,,5.65522564,,,,,,,
36.18,,1821.8607,,5.65522564,,,,,,,
30.19,,1821.8607,,5.65522564,,,,,,,
21.01,,1821.8607,,5.65522564,,,,,,,
14.38,,1821.8607,,5.65522564,,,,,,,
6.21,,1821.8607,,5.65522564,,,,,,,
6.19,,1821.8607,,5.65522564,,,,,,,
5.02,,1821.8607,,5.65522564,,,,,,,
1.32,,1821.8607,,5.65522564,,,,,,,
1.32,,1821.8607,,5.65522564,,,,,,,
0.48,,1821.8607,,5.65522564,,,,,,,
0,,1821.8607,,5.65522564,,,,,,,
42.5,,1816.2406,,5.75379503,,,,,,,
39.25,,1816.2406,,5.75379503,,,,,,,
37.4,,1816.2406,,5.75379503,,,,,,,
16.94,,1816.2406,,5.75379503,,,,,,,
12.29,,1816.2406,,5.75379503,,,,,,,
6.21,,1816.2406,,5.75379503,,,,,,,
5.94,,1816.2406,,5.75379503,,,,,,,
5.74,,1816.2406,,5.75379503,,,,,,,
2.59,,1816.2406,,5.75379503,,,,,,,
1.98,,1816.2406,,5.75379503,,,,,,,
1.24,,1816.2406,,5.75379503,,,,,,,
0,,1816.2406,,5.75379503,,,,,,,
