suicides/100k pop,"Unemployment, total (% of total labor force) ",Average annual working hours per worker,Gini index (World Bank estimate),"Health expenditure, total (% of GDP)",Life satisfaction in Cantril Ladder (World Happiness Report 2021),UIS: Percentage of population age 25+ with at least completed post-secondary education (ISCED 4 or higher). Total,Single (never married),Married,Widowed and not remarried,Married but separated,Total surveyed for marital
0,,,,6.71904145,,,,,,,
32.79,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
35.24,,,,,,,,,,,
23.65,,,,,,,,,,,
13.17,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
44.06,,,,,,,,,,,
21.54,,,,,,,,,,,
11.08,,,,,,,,,,,
8.73,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
44.35,,,,,,,,,,,
21.01,,,,,,,,,,,
10.9,,,,,,,,,,,
8.8,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
11.17,,,,,,,,,,,
9.98,,,,,,,,,,,
8.87,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
79.94,,,,,,,,,,,
42.7,,,,,,,,,,,
37.89,,,,,,,,,,,
33.89,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
36.09,,,,,,,,,,,
21.2,,,,,,,,,,,
8.51,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
25.94,,,,,,,,,,,
18.17,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
79.37,,,,,,,,,,,
25.02,,,,,,,,,,,
23.1,,,,,,,,,,,
20.84,,,,,,,,,,,
12.33,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
157.48,,,,,,,,,,,
16.15,,,,,,,,,,,
11.48,,,,,,,,,,,
9.23,,,,,,,,,,,
8.59,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
22.79,,,,,,,,,,,
20.28,,,,,,,,,,,
7.84,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
19.88,,,,,,,,,,,
15.25,,,,,,,,,,,
11.33,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
37.94,,,,,,,,,,,
14.86,,,,,,,,,,,
11.3,,,,,,,,,,,
8.01,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
78.8,,,,,,,,,,,
14.6,,,,,,,,,,,
11.24,,,,,,,,,,,
9.55,,,,,,,,,,,
7.88,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
44.81,,,,,,,,,,,
28.84,,,,,,,,,,,
28.74,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
18.45,,,,,,,,,,,
14.18,,,,,,,,,,,
7.66,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
11.18,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
44.79,,,,,,,,,,,
10.04,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
20.73,,,,,,,,,,,
16.42,,,,,,,,,,,
9.83,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
22.48,,,,,,,,,,,
19.85,,,,,,,,,,,
16.32,,,,,,,,,,,
14.75,,,,,,,,,,,
13.75,,,,,,,,,,,
10.14,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
69.44,,,,,,,,,,,
11.34,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
11.02,,,,,,,,,,,
10.22,,,,,,,,,,,
6.84,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
39.34,,,,4.72906653,,,,,,,
25.01,,,,4.72906653,,,,,,,
0,,,,4.72906653,,,,,,,
0,,,,4.72906653,,,,,,,
0,,,,4.72906653,,,,,,,
0,,,,4.72906653,,,,,,,
0,,,,4.72906653,,,,,,,
0,,,,4.72906653,,,,,,,
0,,,,4.72906653,,,,,,,
0,,,,4.72906653,,,,,,,
0,,,,4.72906653,,,,,,,
0,,,,4.72906653,,,,,,,
47.26,,,,4.81420422,,,1070,1026,1,,2116
0,,,,4.81420422,,,1357,78,,,1435
0,,,,4.81420422,,,738,1449,3,,2238
0,,,,4.81420422,,,340,3594,82,,4192
0,,,,4.81420422,,,,,,,
0,,,,4.81420422,,,101,2057,572,,2776
0,,,,4.81420422,,,164,682,1538,,2388
0,,,,4.81420422,,,1491,21,,,1512
0,,,,4.81420422,,,521,3456,13,,4117
0,,,,4.81420422,,,,,,,
0,,,,4.81420422,,,166,2272,92,,2564
0,,,,4.81420422,,,80,1122,300,,1506
34.01,,,,4.08634536,,,191,2590,95,,2938
0,,,,4.08634536,,,1272,61,,,1333
0,,,,4.08634536,,,938,1370,5,,2348
0,,,,4.08634536,,,459,3983,72,,4811
0,,,,4.08634536,,,,,,,
0,,,,4.08634536,,,105,2379,524,,3091
0,,,,4.08634536,,,72,389,921,,1386
0,,,,4.08634536,,,1423,20,,,1443
0,,,,4.08634536,,,1275,923,2,,2212
0,,,,4.08634536,,,661,3845,16,,4720
0,,,,4.08634536,,,,,,,
0,,,,4.08634536,,,51,659,159,,872
119.09,13.7,,,6.56727432,,,,,,,
46.74,13.7,,,6.56727432,,,,,,,
34.85,13.7,,,6.56727432,,,,,,,
28.44,13.7,,,6.56727432,,,,,,,
22.27,13.7,,,6.56727432,,,,,,,
20.32,13.7,,,6.56727432,,,,,,,
13.03,13.7,,,6.56727432,,,,,,,
11.85,13.7,,,6.56727432,,,,,,,
5.4,13.7,,,6.56727432,,,,,,,
4.18,13.7,,,6.56727432,,,,,,,
0.65,13.7,,,6.56727432,,,,,,,
0.23,13.7,,,6.56727432,,,,,,,
129.48,13.7,,,6.60692489,,,,,,,
55.85,13.7,,,6.60692489,,,,,,,
51.32,13.7,,,6.60692489,,,,,,,
31.33,13.7,,,6.60692489,,,,,,,
21.07,13.7,,,6.60692489,,,,,,,
17.07,13.7,,,6.60692489,,,,,,,
16.27,13.7,,,6.60692489,,,,,,,
8.8,13.7,,,6.60692489,,,,,,,
6.43,13.7,,,6.60692489,,,,,,,
5.76,13.7,,,6.60692489,,,,,,,
0.69,13.7,,,6.60692489,,,,,,,
0.66,13.7,,,6.60692489,,,,,,,
119.14,12.6,,,6.52558279,,,,,,,
52.85,12.6,,,6.52558279,,,,,,,
43.16,12.6,,,6.52558279,,,,,,,
27.84,12.6,,,6.52558279,,,,,,,
24.39,12.6,,,6.52558279,,,,,,,
20.29,12.6,,,6.52558279,,,,,,,
15.91,12.6,,,6.52558279,,,,,,,
8.73,12.6,,,6.52558279,,,,,,,
6.4,12.6,,,6.52558279,,,,,,,
3.39,12.6,,,6.52558279,,,,,,,
1.12,12.6,,,6.52558279,,,,,,,
0.94,12.6,,,6.52558279,,,,,,,
113.84,12.8,,,6.88541032,,,,,,,
47.12,12.8,,,6.88541032,,,,,,,
35.82,12.8,,,6.88541032,,,,,,,
29.98,12.8,,,6.88541032,,,,,,,
18.85,12.8,,,6.88541032,,,,,,,
18.83,12.8,,,6.88541032,,,,,,,
13.68,12.8,,,6.88541032,,,,,,,
11.27,12.8,,,6.88541032,,,,,,,
4.3,12.8,,,6.88541032,,,,,,,
2.4,12.8,,,6.88541032,,,,,,,
0.91,12.8,,,6.88541032,,,,,,,
0,12.8,,,6.88541032,,,,,,,
108.72,13.8,,,8.09016738,,13.20084,5266,180502,104890,,295744
53.07,13.8,,,8.09016738,,13.20084,50720,1281510,156640,,1542010
38.32,13.8,,,8.09016738,,13.20084,13492,117588,341562,,489886
28.22,13.8,,,8.09016738,,13.20084,276164,1769448,27098,,2189396
19.02,13.8,,,8.09016738,,13.20084,460542,499644,1092,,982378
18.55,13.8,,,8.09016738,,13.20084,59404,1076842,585332,,1819308
13.37,13.8,,,8.09016738,,13.20084,2738588,3856092,292564,,7112504
8.42,13.8,,,8.09016738,,13.20084,144244,1793162,130418,,2232090
4.67,13.8,,,8.09016738,,13.20084,272390,659904,7878,,979648
2.62,13.8,,,8.09016738,,13.20084,2112326,4006716,1076752,,7546118
0.93,13.8,,,8.09016738,,13.20084,,,,,
0,13.8,,,8.09016738,,13.20084,,,,,
98.29,15.2,,,8.12851142,,,,,,,
44.62,15.2,,,8.12851142,,,,,,,
32.37,15.2,,,8.12851142,,,,,,,
31.57,15.2,,,8.12851142,,,,,,,
17.82,15.2,,,8.12851142,,,,,,,
17.08,15.2,,,8.12851142,,,,,,,
12.5,15.2,,,8.12851142,,,,,,,
9.31,15.2,,,8.12851142,,,,,,,
4.45,15.2,,,8.12851142,,,,,,,
3.26,15.2,,,8.12851142,,,,,,,
0,15.2,,,8.12851142,,,,,,,
0,15.2,,,8.12851142,,,,,,,
103.2,18.5,,,8.23883414,,,,,,,
48.77,18.5,,,8.23883414,,,,,,,
27.66,18.5,,,8.23883414,,,,,,,
23.32,18.5,,,8.23883414,,,,,,,
17.43,18.5,,,8.23883414,,,,,,,
14.66,18.5,,,8.23883414,,,,,,,
10.86,18.5,,,8.23883414,,,,,,,
10.7,18.5,,,8.23883414,,,,,,,
4.02,18.5,,,8.23883414,,,,,,,
1.65,18.5,,,8.23883414,,,,,,,
0.24,18.5,,,8.23883414,,,,,,,
0,18.5,,,8.23883414,,,,,,,
108.27,20.85,,,8.70154867,,,,,,,
49.41,20.85,,,8.70154867,,,,,,,
36.01,20.85,,,8.70154867,,,,,,,
27.98,20.85,,,8.70154867,,,,,,,
18.95,20.85,,,8.70154867,,,,,,,
16.87,20.85,,,8.70154867,,,,,,,
10.57,20.85,,,8.70154867,,,,,,,
9.02,20.85,,,8.70154867,,,,,,,
5.99,20.85,,,8.70154867,,,,,,,
2.51,20.85,,,8.70154867,,,,,,,
0.74,20.85,,,8.70154867,,,,,,,
0,20.85,,,8.70154867,,,,,,,
103.55,20.85,,,8.99165287,,,,,,,
47.24,20.85,,,8.99165287,,,,,,,
41.11,20.85,,,8.99165287,,,,,,,
29.98,20.85,,,8.99165287,,,,,,,
18.11,20.85,,,8.99165287,,,,,,,
17.4,20.85,,,8.99165287,,,,,,,
10.58,20.85,,,8.99165287,,,,,,,
9.67,20.85,,,8.99165287,,,,,,,
4.96,20.85,,,8.99165287,,,,,,,
2.97,20.85,,,8.99165287,,,,,,,
0.5,20.85,,,8.99165287,,,,,,,
0,20.85,,,8.99165287,,,,,,,
91.59,18.06,,,10.01500892,4.75,,,,,,
47.22,18.06,,,10.01500892,4.75,,,,,,
29.45,18.06,,,10.01500892,4.75,,,,,,
26.51,18.06,,,10.01500892,4.75,,,,,,
18.55,18.06,,,10.01500892,4.75,,,,,,
17.03,18.06,,,10.01500892,4.75,,,,,,
12.41,18.06,,,10.01500892,4.75,,,,,,
8.75,18.06,,,10.01500892,4.75,,,,,,
4.35,18.06,,,10.01500892,4.75,,,,,,
2.59,18.06,,,10.01500892,4.75,,,,,,
0,18.06,,,10.01500892,4.75,,,,,,
0,18.06,,,10.01500892,4.75,,,,,,
85.47,13.71,,,10.04801464,,,,,,,
37.6,13.71,,,10.04801464,,,,,,,
29.33,13.71,,,10.04801464,,,,,,,
28.81,13.71,,,10.04801464,,,,,,,
18.3,13.71,,,10.04801464,,,,,,,
16.69,13.71,,,10.04801464,,,,,,,
10.14,13.71,,,10.04801464,,,,,,,
8.65,13.71,,,10.04801464,,,,,,,
4.54,13.71,,,10.04801464,,,,,,,
3.08,13.71,,,10.04801464,,,,,,,
0,13.71,,,10.04801464,,,,,,,
0,13.71,,,10.04801464,,,,,,,
96.2,16.14,,,9.90349052,4.38,,,,,,
42.89,16.14,,,9.90349052,4.38,,,,,,
32.99,16.14,,,9.90349052,4.38,,,,,,
28.37,16.14,,,9.90349052,4.38,,,,,,
16.32,16.14,,,9.90349052,4.38,,,,,,
15.71,16.14,,,9.90349052,4.38,,,,,,
9.99,16.14,,,9.90349052,4.38,,,,,,
8.18,16.14,,,9.90349052,4.38,,,,,,
5.72,16.14,,,9.90349052,4.38,,,,,,
1.8,16.14,,,9.90349052,4.38,,,,,,
0.26,16.14,,,9.90349052,4.38,,,,,,
0,16.14,,,9.90349052,4.38,,,,,,
93.52,19.22,,,10.08880983,4.461,,,,,,
42.51,19.22,,,10.08880983,4.461,,,,,,
26.59,19.22,,,10.08880983,4.461,,,,,,
25.65,19.22,,,10.08880983,4.461,,,,,,
14.79,19.22,,,10.08880983,4.461,,,,,,
13.77,19.22,,,10.08880983,4.461,,,,,,
6.36,19.22,,,10.08880983,4.461,,,,,,
6.35,19.22,,,10.08880983,4.461,,,,,,
3.56,19.22,,,10.08880983,4.461,,,,,,
1.38,19.22,,,10.08880983,4.461,,,,,,
0,19.22,,,10.08880983,4.461,,,,,,
0,19.22,,,10.08880983,4.461,,,,,,
98.05,22.97,,,9.72329413,4.815,19.16871071,6724,258088,155730,3140,436890
37.29,22.97,,,9.72329413,4.815,19.16871071,81342,1331104,130878,30278,1695946
28.45,22.97,,,9.72329413,4.815,19.16871071,16536,157300,472324,1988,676570
28.09,22.97,,,9.72329413,4.815,19.16871071,336692,1337382,16392,38866,1951676
15.34,22.97,,,9.72329413,4.815,19.16871071,542404,348958,512,14354,994826
14.63,22.97,,,9.72329413,4.815,19.16871071,65500,1141282,551276,27238,1940612
7.69,22.97,,,9.72329413,4.815,19.16871071,172524,1431050,89504,44076,1984708
6.37,22.97,,,9.72329413,4.815,19.16871071,2605326,3317948,303668,89802,6808134
4.34,22.97,,,9.72329413,4.815,19.16871071,323582,500618,3410,20210,958470
2.64,22.97,,,9.72329413,4.815,19.16871071,1972166,3381922,1117090,100268,7198504
0.29,22.97,,,9.72329413,4.815,19.16871071,,,,,
0.27,22.97,,,9.72329413,4.815,19.16871071,,,,,
90.12,24,,39.9,9.89106186,5.155,,,,,,
40.21,24,,39.9,9.89106186,5.155,,,,,,
27.82,24,,39.9,9.89106186,5.155,,,,,,
25.12,24,,39.9,9.89106186,5.155,,,,,,
17.11,24,,39.9,9.89106186,5.155,,,,,,
13.18,24,,39.9,9.89106186,5.155,,,,,,
7.69,24,,39.9,9.89106186,5.155,,,,,,
7.25,24,,39.9,9.89106186,5.155,,,,,,
3.55,24,,39.9,9.89106186,5.155,,,,,,
2.2,24,,39.9,9.89106186,5.155,,,,,,
0.28,24,,39.9,9.89106186,5.155,,,,,,
0,24,,39.9,9.89106186,5.155,,,,,,
82.96,22.15,,39.5,10.11558912,5.102,,,,,,
39.77,22.15,,39.5,10.11558912,5.102,,,,,,
28.22,22.15,,39.5,10.11558912,5.102,,,,,,
17.97,22.15,,39.5,10.11558912,5.102,,,,,,
14.81,22.15,,39.5,10.11558912,5.102,,,,,,
12.95,22.15,,39.5,10.11558912,5.102,,,,,,
8.3,22.15,,39.5,10.11558912,5.102,,,,,,
6.91,22.15,,39.5,10.11558912,5.102,,,,,,
5.06,22.15,,39.5,10.11558912,5.102,,,,,,
0.5,22.15,,39.5,10.11558912,5.102,,,,,,
0.28,22.15,,39.5,10.11558912,5.102,,,,,,
0,22.15,,39.5,10.11558912,5.102,,,,,,
84.04,19.22,,40.5,10.36881192,5.113,20.34675026,,,,,
40.29,19.22,,40.5,10.36881192,5.113,20.34675026,,,,,
24.62,19.22,,40.5,10.36881192,5.113,20.34675026,,,,,
22.55,19.22,,40.5,10.36881192,5.113,20.34675026,,,,,
14.97,19.22,,40.5,10.36881192,5.113,20.34675026,,,,,
10.57,19.22,,40.5,10.36881192,5.113,20.34675026,,,,,
7.82,19.22,,40.5,10.36881192,5.113,20.34675026,,,,,
6.41,19.22,,40.5,10.36881192,5.113,20.34675026,,,,,
4.48,19.22,,40.5,10.36881192,5.113,20.34675026,,,,,
1.03,19.22,,40.5,10.36881192,5.113,20.34675026,,,,,
0,19.22,,40.5,10.36881192,5.113,20.34675026,,,,,
0,19.22,,40.5,10.36881192,5.113,20.34675026,,,,,
82.62,17.66,,40.5,,5.318,21.73999977,,,,,
33.56,17.66,,40.5,,5.318,21.73999977,,,,,
22.63,17.66,,40.5,,5.318,21.73999977,,,,,
21.89,17.66,,40.5,,5.318,21.73999977,,,,,
14.56,17.66,,40.5,,5.318,21.73999977,,,,,
10.04,17.66,,40.5,,5.318,21.73999977,,,,,
6.75,17.66,,40.5,,5.318,21.73999977,,,,,
6.66,17.66,,40.5,,5.318,21.73999977,,,,,
4.55,17.66,,40.5,,5.318,21.73999977,,,,,
1.85,17.66,,40.5,,5.318,21.73999977,,,,,
0.56,17.66,,40.5,,5.318,21.73999977,,,,,
0.3,17.66,,40.5,,5.318,21.73999977,,,,,
68.18,,,,,,,,,,,
38.96,,,,,,,,,,,
35.71,,,,,,,,,,,
13.33,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
23.26,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
43.48,,,,,,4.716730118,1224,4145,36,,5676
17.24,,,,,,4.716730118,2312,3185,5,,5604
0,,,,,,4.716730118,15341,12651,1432,,30435
0,,,,,,4.716730118,1623,3324,34,,5179
0,,,,,,4.716730118,973,3854,179,,5346
0,,,,,,4.716730118,,,,,
0,,,,,,4.716730118,808,2037,706,,3833
0,,,,,,4.716730118,362,351,491,,1260
0,,,,,,4.716730118,17267,11309,331,,29628
0,,,,,,4.716730118,,,,,
0,,,,,,4.716730118,619,2252,172,,3293
0,,,,,,4.716730118,168,389,111,,718
28.54,,,,4.45396104,,,,,,,
28.41,,,,4.45396104,,,,,,,
20.23,,,,4.45396104,,,,,,,
10.39,,,,4.45396104,,,,,,,
0,,,,4.45396104,,,,,,,
0,,,,4.45396104,,,,,,,
0,,,,4.45396104,,,,,,,
0,,,,4.45396104,,,,,,,
0,,,,4.45396104,,,,,,,
0,,,,4.45396104,,,,,,,
0,,,,4.45396104,,,,,,,
0,,,,4.45396104,,,,,,,
104.93,,,,4.20887554,,,198,423,137,46,880
27.36,,,,4.20887554,,,3338,1477,1,30,7452
12.26,,,,4.20887554,,,6267,185,2,10,7505
9.57,,,,4.20887554,,,2770,4065,25,167,10698
0,,,,4.20887554,,,5361,368,1,18,7059
0,,,,4.20887554,,,2913,1710,13,66,7112
0,,,,4.20887554,,,2668,3906,165,283,10064
0,,,,4.20887554,,,,,,,
0,,,,4.20887554,,,1071,1807,802,161,4481
0,,,,4.20887554,,,449,436,678,33,1707
0,,,,4.20887554,,,,,,,
0,,,,4.20887554,,,835,1861,165,133,3717
29.2,,,,4.64427154,,,,,,,
27.15,,,,4.64427154,,,,,,,
18.31,,,,4.64427154,,,,,,,
13.15,,,,4.64427154,,,,,,,
12.19,,,,4.64427154,,,,,,,
0,,,,4.64427154,,,,,,,
0,,,,4.64427154,,,,,,,
0,,,,4.64427154,,,,,,,
0,,,,4.64427154,,,,,,,
0,,,,4.64427154,,,,,,,
0,,,,4.64427154,,,,,,,
0,,,,4.64427154,,,,,,,
25.69,,,,4.17338663,,,,,,,
25.35,,,,4.17338663,,,,,,,
12.23,,,,4.17338663,,,,,,,
0,,,,4.17338663,,,,,,,
0,,,,4.17338663,,,,,,,
0,,,,4.17338663,,,,,,,
0,,,,4.17338663,,,,,,,
0,,,,4.17338663,,,,,,,
0,,,,4.17338663,,,,,,,
0,,,,4.17338663,,,,,,,
0,,,,4.17338663,,,,,,,
0,,,,4.17338663,,,,,,,
28.56,,,,3.90758098,,,,,,,
16.25,,,,3.90758098,,,,,,,
14.33,,,,3.90758098,,,,,,,
12.36,,,,3.90758098,,,,,,,
0,,,,3.90758098,,,,,,,
0,,,,3.90758098,,,,,,,
0,,,,3.90758098,,,,,,,
0,,,,3.90758098,,,,,,,
0,,,,3.90758098,,,,,,,
0,,,,3.90758098,,,,,,,
0,,,,3.90758098,,,,,,,
0,,,,3.90758098,,,,,,,
204.92,,,,3.72881909,,,,,,,
31.59,,,,3.72881909,,,,,,,
26.87,,,,3.72881909,,,,,,,
12.37,,,,3.72881909,,,,,,,
0,,,,3.72881909,,,,,,,
0,,,,3.72881909,,,,,,,
0,,,,3.72881909,,,,,,,
0,,,,3.72881909,,,,,,,
0,,,,3.72881909,,,,,,,
0,,,,3.72881909,,,,,,,
0,,,,3.72881909,,,,,,,
0,,,,3.72881909,,,,,,,
99.7,,,,3.30160537,,,,,,,
23.03,,,,3.30160537,,,,,,,
12.96,,,,3.30160537,,,,,,,
11.95,,,,3.30160537,,,,,,,
0,,,,3.30160537,,,,,,,
0,,,,3.30160537,,,,,,,
0,,,,3.30160537,,,,,,,
0,,,,3.30160537,,,,,,,
0,,,,3.30160537,,,,,,,
0,,,,3.30160537,,,,,,,
0,,,,3.30160537,,,,,,,
0,,,,3.30160537,,,,,,,
14.92,,,,2.6367745,,,,,,,
12.32,,,,2.6367745,,,,,,,
11.83,,,,2.6367745,,,,,,,
0,,,,2.6367745,,,,,,,
0,,,,2.6367745,,,,,,,
0,,,,2.6367745,,,,,,,
0,,,,2.6367745,,,,,,,
0,,,,2.6367745,,,,,,,
0,,,,2.6367745,,,,,,,
0,,,,2.6367745,,,,,,,
0,,,,2.6367745,,,,,,,
0,,,,2.6367745,,,,,,,
22.01,,,,2.63590921,,,,,,,
21.8,,,,2.63590921,,,,,,,
0,,,,2.63590921,,,,,,,
0,,,,2.63590921,,,,,,,
0,,,,2.63590921,,,,,,,
0,,,,2.63590921,,,,,,,
0,,,,2.63590921,,,,,,,
0,,,,2.63590921,,,,,,,
0,,,,2.63590921,,,,,,,
0,,,,2.63590921,,,,,,,
0,,,,2.63590921,,,,,,,
0,,,,2.63590921,,,,,,,
28.43,,,,3.59400354,,,3873,4707,46,141,14314
23.56,,,,3.59400354,,,3787,1381,1,42,8543
0,,,,3.59400354,,,5517,278,0,17,6941
0,,,,3.59400354,,,2932,1633,13,81,7025
0,,,,3.59400354,,,3762,4314,185,314,12999
0,,,,3.59400354,,,,,,,
0,,,,3.59400354,,,1728,2225,1759,223,7001
0,,,,3.59400354,,,,,,,
0,,,,3.59400354,,,6516,133,1,2,7998
0,,,,3.59400354,,,,,,,
0,,,,3.59400354,,,1222,2696,369,167,5729
0,,,,3.59400354,,,,,,,
22.27,,,,3.38253043,,,,,,,
15.12,,,,3.38253043,,,,,,,
13.95,,,,3.38253043,,,,,,,
0,,,,3.38253043,,,,,,,
0,,,,3.38253043,,,,,,,
0,,,,3.38253043,,,,,,,
0,,,,3.38253043,,,,,,,
0,,,,3.38253043,,,,,,,
0,,,,3.38253043,,,,,,,
0,,,,3.38253043,,,,,,,
0,,,,3.38253043,,,,,,,
0,,,,3.38253043,,,,,,,
18.39,,,,4.08323853,,,,,,,
15.11,,,,4.08323853,,,,,,,
0,,,,4.08323853,,,,,,,
0,,,,4.08323853,,,,,,,
